Die#,Pad Name,Side,Layer,Die X,Die Y,Width,Height
60,VZZ_L_4_PAD,W,O,-2.439207,-0.795,0.075,0.044
62,VDD_L_11_PAD,W,O,-2.439207,-0.875,0.075,0.044
64,VSS_L_12_PAD,W,O,-2.439207,-0.955,0.075,0.044
66,VDD_L_12_PAD,W,O,-2.439207,-1.035,0.075,0.044
68,VSS_L_13_PAD,W,O,-2.439207,-1.13,0.075,0.044
70,VDD_L_13_PAD,W,O,-2.439207,-1.21,0.075,0.044
72,VSS_L_14_PAD,W,O,-2.439207,-1.29,0.075,0.044
74,V33_L_5_PAD,W,O,-2.439207,-1.37,0.075,0.044
76,VZZ_L_5_PAD,W,O,-2.439207,-1.49,0.075,0.044
78,VDD_L_14_PAD,W,O,-2.439207,-1.57,0.075,0.044
79,VSS_L_15_PAD,W,O,-2.439207,-1.65,0.075,0.044
80,VDD_L_15_PAD,W,O,-2.439207,-1.73,0.075,0.044
81,VSS_L_16_PAD,W,O,-2.439207,-1.81,0.075,0.044
82,V33_L_6_PAD,W,O,-2.439207,-1.89,0.075,0.044
83,VZZ_L_6_PAD,W,O,-2.439207,-1.97,0.075,0.044
84,V33_B_0_PAD,S,O,-1.97,-2.439207,0.044,0.075
85,VZZ_B_0_PAD,S,O,-1.89,-2.439207,0.044,0.075
86,VDD_B_0_PAD,S,O,-1.81,-2.439207,0.044,0.075
87,VSS_B_0_PAD,S,O,-1.73,-2.439207,0.044,0.075
88,V33_B_1_PAD,S,O,-1.65,-2.439207,0.044,0.075
89,VZZ_B_1_PAD,S,O,-1.57,-2.439207,0.044,0.075
91,VDD_B_1_PAD,S,O,-1.49,-2.439207,0.044,0.075
93,VSS_B_1_PAD,S,O,-1.41,-2.439207,0.044,0.075
95,V33_B_2_PAD,S,O,-1.29,-2.439207,0.044,0.075
97,VZZ_B_2_PAD,S,O,-1.21,-2.439207,0.044,0.075
99,VDD_B_2_PAD,S,O,-1.13,-2.439207,0.044,0.075
101,VSS_B_2_PAD,S,O,-1.05,-2.439207,0.044,0.075
103,V33_B_3_PAD,S,O,-0.955,-2.439207,0.044,0.075
105,VZZ_B_3_PAD,S,O,-0.875,-2.439207,0.044,0.075
107,VDD_B_3_PAD,S,O,-0.795,-2.439207,0.044,0.075
109,VSS_B_3_PAD,S,O,-0.715,-2.439207,0.044,0.075
111,V33_B_4_PAD,S,O,-0.635,-2.439207,0.044,0.075
113,VZZ_B_4_PAD,S,O,-0.515,-2.439207,0.044,0.075
115,VDD_B_4_PAD,S,O,-0.435,-2.439207,0.044,0.075
117,VSS_B_4_PAD,S,O,-0.355,-2.439207,0.044,0.075
119,VDD_B_5_PAD,S,O,-0.275,-2.439207,0.044,0.075
121,VSS_B_5_PAD,S,O,-0.195,-2.439207,0.044,0.075
122,PLL_VDD_i_PAD,S,I,-0.14,-2.347607,0.044,0.075
123,PLL_VSS_i_PAD,S,I,-0.06,-2.347607,0.044,0.075
125,PLL_V33_i_PAD,S,I,0.14,-2.347607,0.044,0.075
126,PLL_VZZ_i_PAD,S,I,0.22,-2.347607,0.044,0.075
127,VDD_B_7_PAD,S,O,0.275,-2.439207,0.044,0.075
129,VSS_B_7_PAD,S,O,0.355,-2.439207,0.044,0.075
131,V33_B_6_PAD,S,O,0.435,-2.439207,0.044,0.075
133,VZZ_B_6_PAD,S,O,0.515,-2.439207,0.044,0.075
135,VDD_B_8_PAD,S,O,0.595,-2.439207,0.044,0.075
137,VSS_B_8_PAD,S,O,0.715,-2.439207,0.044,0.075
139,V33_B_7_PAD,S,O,0.795,-2.439207,0.044,0.075
141,VZZ_B_7_PAD,S,O,0.875,-2.439207,0.044,0.075
143,VDD_B_9_PAD,S,O,0.955,-2.439207,0.044,0.075
145,VSS_B_9_PAD,S,O,1.05,-2.439207,0.044,0.075
147,V33_B_8_PAD,S,O,1.13,-2.439207,0.044,0.075
149,VZZ_B_8_PAD,S,O,1.21,-2.439207,0.044,0.075
151,VDD_B_10_PAD,S,O,1.29,-2.439207,0.044,0.075
153,VSS_B_10_PAD,S,O,1.37,-2.439207,0.044,0.075
155,V33_B_9_PAD,S,O,1.49,-2.439207,0.044,0.075
157,VZZ_B_9_PAD,S,O,1.57,-2.439207,0.044,0.075
158,VDD_B_11_PAD,S,O,1.65,-2.439207,0.044,0.075
159,VSS_B_11_PAD,S,O,1.73,-2.439207,0.044,0.075
160,V33_B_10_PAD,S,O,1.81,-2.439207,0.044,0.075
161,VZZ_B_10_PAD,S,O,1.89,-2.439207,0.044,0.075
162,VDD_B_12_PAD,S,O,1.97,-2.439207,0.044,0.075
163,VZZ_R_6_PAD,E,O,2.439207,-1.97,0.075,0.044
164,V33_R_6_PAD,E,O,2.439207,-1.89,0.075,0.044
165,VSS_R_16_PAD,E,O,2.439207,-1.81,0.075,0.044
166,VDD_R_15_PAD,E,O,2.439207,-1.73,0.075,0.044
167,VSS_R_15_PAD,E,O,2.439207,-1.65,0.075,0.044
168,VDD_R_14_PAD,E,O,2.439207,-1.57,0.075,0.044
170,VZZ_R_5_PAD,E,O,2.439207,-1.49,0.075,0.044
172,V33_R_5_PAD,E,O,2.439207,-1.37,0.075,0.044
174,VSS_R_14_PAD,E,O,2.439207,-1.29,0.075,0.044
176,VDD_R_13_PAD,E,O,2.439207,-1.21,0.075,0.044
178,VSS_R_13_PAD,E,O,2.439207,-1.13,0.075,0.044
180,VDD_R_12_PAD,E,O,2.439207,-1.035,0.075,0.044
182,VSS_R_12_PAD,E,O,2.439207,-0.955,0.075,0.044
184,VDD_R_11_PAD,E,O,2.439207,-0.875,0.075,0.044
186,VZZ_R_4_PAD,E,O,2.439207,-0.795,0.075,0.044
188,V33_R_4_PAD,E,O,2.439207,-0.675,0.075,0.044
190,VSS_R_11_PAD,E,O,2.439207,-0.595,0.075,0.044
192,VDD_R_10_PAD,E,O,2.439207,-0.515,0.075,0.044
194,VSS_R_10_PAD,E,O,2.439207,-0.435,0.075,0.044
196,VDD_R_9_PAD,E,O,2.439207,-0.34,0.075,0.044
198,VSS_R_9_PAD,E,O,2.439207,-0.26,0.075,0.044
200,VDD_R_8_PAD,E,O,2.439207,-0.18,0.075,0.044
202,VSS_R_8_PAD,E,O,2.439207,-0.1,0.075,0.044
204,VDD_R_7_PAD,E,O,2.439207,-0.02,0.075,0.044
206,VZZ_R_3_PAD,E,O,2.439207,0.1,0.075,0.044
208,V33_R_3_PAD,E,O,2.439207,0.18,0.075,0.044
210,VSS_R_7_PAD,E,O,2.439207,0.26,0.075,0.044
212,VDD_R_6_PAD,E,O,2.439207,0.34,0.075,0.044
214,VSS_R_6_PAD,E,O,2.439207,0.435,0.075,0.044
216,VDD_R_5_PAD,E,O,2.439207,0.515,0.075,0.044
218,VSS_R_5_PAD,E,O,2.439207,0.595,0.075,0.044
220,VDD_R_4_PAD,E,O,2.439207,0.675,0.075,0.044
222,VZZ_R_2_PAD,E,O,2.439207,0.795,0.075,0.044
224,V33_R_2_PAD,E,O,2.439207,0.875,0.075,0.044
226,VSS_R_4_PAD,E,O,2.439207,0.955,0.075,0.044
228,VDD_R_3_PAD,E,O,2.439207,1.035,0.075,0.044
230,VSS_R_3_PAD,E,O,2.439207,1.13,0.075,0.044
232,VDD_R_2_PAD,E,O,2.439207,1.21,0.075,0.044
234,VSS_R_2_PAD,E,O,2.439207,1.29,0.075,0.044
236,VDD_R_1_PAD,E,O,2.439207,1.37,0.075,0.044
238,VZZ_R_1_PAD,E,O,2.439207,1.49,0.075,0.044
240,V33_R_1_PAD,E,O,2.439207,1.57,0.075,0.044
241,VSS_R_1_PAD,E,O,2.439207,1.65,0.075,0.044
242,VDD_R_0_PAD,E,O,2.439207,1.73,0.075,0.044
243,VZZ_R_0_PAD,E,O,2.439207,1.81,0.075,0.044
244,V33_R_0_PAD,E,O,2.439207,1.89,0.075,0.044
245,VSS_R_0_PAD,E,O,2.439207,1.97,0.075,0.044
246,VDD_T_12_PAD,N,O,1.97,2.439207,0.044,0.075
247,VZZ_T_10_PAD,N,O,1.89,2.439207,0.044,0.075
248,V33_T_10_PAD,N,O,1.81,2.439207,0.044,0.075
249,VSS_T_11_PAD,N,O,1.73,2.439207,0.044,0.075
250,VDD_T_11_PAD,N,O,1.65,2.439207,0.044,0.075
251,VZZ_T_9_PAD,N,O,1.57,2.439207,0.044,0.075
253,V33_T_9_PAD,N,O,1.49,2.439207,0.044,0.075
255,VSS_T_10_PAD,N,O,1.37,2.439207,0.044,0.075
257,VDD_T_10_PAD,N,O,1.29,2.439207,0.044,0.075
259,VZZ_T_8_PAD,N,O,1.21,2.439207,0.044,0.075
261,V33_T_8_PAD,N,O,1.13,2.439207,0.044,0.075
263,VSS_T_9_PAD,N,O,1.035,2.439207,0.044,0.075
265,VDD_T_9_PAD,N,O,0.955,2.439207,0.044,0.075
267,VZZ_T_7_PAD,N,O,0.875,2.439207,0.044,0.075
269,V33_T_7_PAD,N,O,0.795,2.439207,0.044,0.075
271,VSS_T_8_PAD,N,O,0.675,2.439207,0.044,0.075
273,VDD_T_8_PAD,N,O,0.595,2.439207,0.044,0.075
275,VZZ_T_6_PAD,N,O,0.515,2.439207,0.044,0.075
277,V33_T_6_PAD,N,O,0.435,2.439207,0.044,0.075
279,VSS_T_7_PAD,N,O,0.34,2.439207,0.044,0.075
281,VDD_T_7_PAD,N,O,0.26,2.439207,0.044,0.075
283,VSS_T_6_PAD,N,O,0.18,2.439207,0.044,0.075
285,VDD_T_6_PAD,N,O,0.1,2.439207,0.044,0.075
287,VZZ_T_5_PAD,N,O,0.02,2.439207,0.044,0.075
289,V33_T_5_PAD,N,O,-0.1,2.439207,0.044,0.075
291,VSS_T_5_PAD,N,O,-0.18,2.439207,0.044,0.075
293,VDD_T_5_PAD,N,O,-0.26,2.439207,0.044,0.075
295,VSS_T_4_PAD,N,O,-0.34,2.439207,0.044,0.075
297,VDD_T_4_PAD,N,O,-0.435,2.439207,0.044,0.075
299,VZZ_T_4_PAD,N,O,-0.515,2.439207,0.044,0.075
301,V33_T_4_PAD,N,O,-0.595,2.439207,0.044,0.075
303,VSS_T_3_PAD,N,O,-0.675,2.439207,0.044,0.075
305,VDD_T_3_PAD,N,O,-0.795,2.439207,0.044,0.075
307,VZZ_T_3_PAD,N,O,-0.875,2.439207,0.044,0.075
309,V33_T_3_PAD,N,O,-0.955,2.439207,0.044,0.075
311,VSS_T_2_PAD,N,O,-1.035,2.439207,0.044,0.075
313,VDD_T_2_PAD,N,O,-1.13,2.439207,0.044,0.075
315,VZZ_T_2_PAD,N,O,-1.21,2.439207,0.044,0.075
317,V33_T_2_PAD,N,O,-1.29,2.439207,0.044,0.075
319,VSS_T_1_PAD,N,O,-1.37,2.439207,0.044,0.075
321,VDD_T_1_PAD,N,O,-1.49,2.439207,0.044,0.075
323,VZZ_T_1_PAD,N,O,-1.57,2.439207,0.044,0.075
324,V33_T_1_PAD,N,O,-1.65,2.439207,0.044,0.075
325,VSS_T_0_PAD,N,O,-1.73,2.439207,0.044,0.075
326,VDD_T_0_PAD,N,O,-1.81,2.439207,0.044,0.075
327,VZZ_T_0_PAD,N,O,-1.89,2.439207,0.044,0.075
328,V33_T_0_PAD,N,O,-1.97,2.439207,0.044,0.075
